location,city,local,parameter,value,unit
FR15039,Isère,2018-07-17T12:00:00+02:00,pm10,23.7,µg/m³
FR15039,Isère,2018-07-17T11:00:00+02:00,no2,28.13,µg/m³
FR15039,Isère,2018-07-17T11:00:00+02:00,pm25,8.2,µg/m³
FR15039,Isère,2018-07-17T11:00:00+02:00,pm10,23.1,µg/m³
FR15039,Isère,2018-07-17T10:00:00+02:00,pm25,10.23,µg/m³
FR15039,Isère,2018-07-17T10:00:00+02:00,pm10,27.2,µg/m³
FR15039,Isère,2018-07-17T10:00:00+02:00,no2,23.83,µg/m³
FR15039,Isère,2018-07-17T09:00:00+02:00,no2,36.03,µg/m³
FR15039,Isère,2018-07-17T09:00:00+02:00,pm10,22.2,µg/m³
FR15039,Isère,2018-07-17T09:00:00+02:00,pm25,9.9,µg/m³
FR15039,Isère,2018-07-17T08:00:00+02:00,pm25,7.08,µg/m³
FR15039,Isère,2018-07-17T08:00:00+02:00,pm10,15.1,µg/m³
FR15039,Isère,2018-07-17T08:00:00+02:00,no2,45.95,µg/m³
FR15039,Isère,2018-07-17T07:00:00+02:00,no2,26.98,µg/m³
FR15039,Isère,2018-07-17T07:00:00+02:00,pm10,14.83,µg/m³
FR15039,Isère,2018-07-17T07:00:00+02:00,pm25,5.7,µg/m³
FR15039,Isère,2018-07-16T23:00:00+02:00,no2,8,µg/m³
FR15039,Isère,2018-07-16T23:00:00+02:00,pm25,6.7,µg/m³
FR15039,Isère,2018-07-16T23:00:00+02:00,pm10,13.8,µg/m³
FR15039,Isère,2018-07-16T22:00:00+02:00,no2,16.48,µg/m³
FR15039,Isère,2018-07-16T22:00:00+02:00,pm25,7.15,µg/m³
FR15039,Isère,2018-07-16T22:00:00+02:00,pm10,14.43,µg/m³
FR15039,Isère,2018-07-16T21:00:00+02:00,pm25,12.4,µg/m³
FR15039,Isère,2018-07-16T21:00:00+02:00,no2,22.38,µg/m³
FR15039,Isère,2018-07-16T21:00:00+02:00,pm10,16.85,µg/m³
FR15039,Isère,2018-07-16T20:00:00+02:00,pm10,20.7,µg/m³
FR15039,Isère,2018-07-16T20:00:00+02:00,no2,29.5,µg/m³
FR15039,Isère,2018-07-16T20:00:00+02:00,pm25,9.18,µg/m³
FR15039,Isère,2018-07-16T19:00:00+02:00,pm25,5.78,µg/m³
FR15039,Isère,2018-07-16T19:00:00+02:00,pm10,18.85,µg/m³
FR15039,Isère,2018-07-16T19:00:00+02:00,no2,40.08,µg/m³
FR15039,Isère,2018-07-16T18:00:00+02:00,pm25,6.98,µg/m³
FR15039,Isère,2018-07-16T18:00:00+02:00,pm10,20.28,µg/m³
FR15039,Isère,2018-07-16T18:00:00+02:00,no2,49.73,µg/m³
FR15039,Isère,2018-07-16T17:00:00+02:00,pm10,17.2,µg/m³
FR15039,Isère,2018-07-16T17:00:00+02:00,pm25,8.1,µg/m³
FR15039,Isère,2018-07-16T17:00:00+02:00,no2,66.35,µg/m³
FR15039,Isère,2018-07-16T16:00:00+02:00,pm25,6.25,µg/m³
FR15039,Isère,2018-07-16T16:00:00+02:00,pm10,18.5,µg/m³
FR15039,Isère,2018-07-16T16:00:00+02:00,no2,51.38,µg/m³
FR15039,Isère,2018-07-16T15:00:00+02:00,pm10,23.68,µg/m³
FR15039,Isère,2018-07-16T15:00:00+02:00,pm25,8.48,µg/m³
FR15039,Isère,2018-07-16T15:00:00+02:00,no2,39.15,µg/m³
FR15039,Isère,2018-07-16T14:00:00+02:00,no2,33.75,µg/m³
FR15039,Isère,2018-07-16T14:00:00+02:00,pm10,21.7,µg/m³
FR15039,Isère,2018-07-16T14:00:00+02:00,pm25,11.8,µg/m³
FR15039,Isère,2018-07-16T13:00:00+02:00,pm10,21.35,µg/m³
FR15039,Isère,2018-07-16T13:00:00+02:00,no2,39.4,µg/m³
FR15039,Isère,2018-07-16T13:00:00+02:00,pm25,9.53,µg/m³
FR15039,Isère,2018-07-16T12:00:00+02:00,pm10,22,µg/m³
FR15039,Isère,2018-07-16T12:00:00+02:00,no2,37.55,µg/m³
FR15039,Isère,2018-07-16T12:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2018-07-16T11:00:00+02:00,no2,37.98,µg/m³
FR15039,Isère,2018-07-16T11:00:00+02:00,pm10,18.73,µg/m³
FR15039,Isère,2018-07-16T11:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2018-07-16T10:00:00+02:00,pm25,7.2,µg/m³
FR15039,Isère,2018-07-16T10:00:00+02:00,pm10,22.7,µg/m³
FR15039,Isère,2018-07-16T10:00:00+02:00,no2,28.58,µg/m³
FR15039,Isère,2018-07-16T09:00:00+02:00,pm25,8.58,µg/m³
FR15039,Isère,2018-07-16T09:00:00+02:00,no2,32.75,µg/m³
FR15039,Isère,2018-07-16T09:00:00+02:00,pm10,21.1,µg/m³
FR15039,Isère,2018-07-16T08:00:00+02:00,pm10,22.45,µg/m³
FR15039,Isère,2018-07-16T08:00:00+02:00,no2,50.9,µg/m³
FR15039,Isère,2018-07-16T08:00:00+02:00,pm25,6.25,µg/m³
FR15039,Isère,2018-07-16T07:00:00+02:00,pm25,5,µg/m³
FR15039,Isère,2018-07-16T07:00:00+02:00,no2,43.88,µg/m³
FR15039,Isère,2018-07-16T07:00:00+02:00,pm10,18.65,µg/m³
FR15039,Isère,2018-07-16T06:00:00+02:00,no2,34.5,µg/m³
FR15039,Isère,2018-07-16T06:00:00+02:00,pm25,4,µg/m³
FR15039,Isère,2018-07-16T06:00:00+02:00,pm10,14.43,µg/m³
FR15039,Isère,2018-07-16T05:00:00+02:00,pm10,16.53,µg/m³
FR15039,Isère,2018-07-16T05:00:00+02:00,no2,31.63,µg/m³
FR15039,Isère,2018-07-16T05:00:00+02:00,pm25,5.2,µg/m³
FR15039,Isère,2018-07-16T04:00:00+02:00,pm25,4.9,µg/m³
FR15039,Isère,2018-07-16T04:00:00+02:00,no2,15.48,µg/m³
FR15039,Isère,2018-07-16T04:00:00+02:00,pm10,8.53,µg/m³
FR15039,Isère,2018-07-16T03:00:00+02:00,no2,19.55,µg/m³
FR15039,Isère,2018-07-16T03:00:00+02:00,pm25,6.2,µg/m³
FR15039,Isère,2018-07-16T03:00:00+02:00,pm10,12.58,µg/m³
FR15039,Isère,2018-07-16T02:00:00+02:00,no2,12.8,µg/m³
FR15039,Isère,2018-07-16T02:00:00+02:00,pm25,6.2,µg/m³
FR15039,Isère,2018-07-16T02:00:00+02:00,pm10,17.93,µg/m³
FR15039,Isère,2018-07-16T01:00:00+02:00,no2,35.73,µg/m³
FR15039,Isère,2018-07-16T01:00:00+02:00,pm25,4.25,µg/m³
FR15039,Isère,2018-07-16T01:00:00+02:00,pm10,14.15,µg/m³
FR15039,Isère,2018-07-16T00:00:00+02:00,pm25,7.8,µg/m³
FR15039,Isère,2018-07-16T00:00:00+02:00,no2,39.78,µg/m³
FR15039,Isère,2018-07-16T00:00:00+02:00,pm10,20.2,µg/m³
FR15039,Isère,2018-07-15T23:00:00+02:00,pm10,20.7,µg/m³
FR15039,Isère,2018-07-15T23:00:00+02:00,pm25,9.25,µg/m³
FR15039,Isère,2018-07-15T23:00:00+02:00,no2,28.88,µg/m³
FR15039,Isère,2018-07-15T22:00:00+02:00,pm25,8.33,µg/m³
FR15039,Isère,2018-07-15T22:00:00+02:00,no2,29.98,µg/m³
FR15039,Isère,2018-07-15T22:00:00+02:00,pm10,20.13,µg/m³
FR15039,Isère,2018-07-15T21:00:00+02:00,pm10,22.03,µg/m³
FR15039,Isère,2018-07-15T21:00:00+02:00,no2,30.48,µg/m³
FR15039,Isère,2018-07-15T21:00:00+02:00,pm25,7.7,µg/m³
FR15039,Isère,2018-07-15T20:00:00+02:00,pm10,14.08,µg/m³
FR15039,Isère,2018-07-15T20:00:00+02:00,pm25,7.2,µg/m³
FR15039,Isère,2018-07-15T20:00:00+02:00,no2,19.5,µg/m³
FR15039,Isère,2018-07-15T19:00:00+02:00,pm25,4.93,µg/m³
FR15039,Isère,2018-07-15T19:00:00+02:00,no2,13.88,µg/m³
FR15039,Isère,2018-07-15T19:00:00+02:00,pm10,13.03,µg/m³
FR15039,Isère,2018-07-15T18:00:00+02:00,pm10,14.3,µg/m³
FR15039,Isère,2018-07-15T18:00:00+02:00,no2,16.43,µg/m³
FR15039,Isère,2018-07-15T18:00:00+02:00,pm25,9,µg/m³
FR15039,Isère,2018-07-15T17:00:00+02:00,pm25,5.78,µg/m³
FR15039,Isère,2018-07-15T17:00:00+02:00,no2,47.23,µg/m³
FR15039,Isère,2018-07-15T17:00:00+02:00,pm10,12.33,µg/m³
FR15039,Isère,2018-07-15T16:00:00+02:00,no2,32.1,µg/m³
FR15039,Isère,2018-07-15T16:00:00+02:00,pm25,4.55,µg/m³
FR15039,Isère,2018-07-15T16:00:00+02:00,pm10,16.8,µg/m³
FR15039,Isère,2018-07-15T15:00:00+02:00,pm10,15.3,µg/m³
FR15039,Isère,2018-07-15T15:00:00+02:00,no2,29,µg/m³
FR15039,Isère,2018-07-15T15:00:00+02:00,pm25,5.2,µg/m³
FR15039,Isère,2018-07-15T14:00:00+02:00,pm25,6,µg/m³
FR15039,Isère,2018-07-15T14:00:00+02:00,no2,33,µg/m³
FR15039,Isère,2018-07-15T14:00:00+02:00,pm10,16.7,µg/m³
FR15039,Isère,2018-07-15T13:00:00+02:00,pm10,16.53,µg/m³
FR15039,Isère,2018-07-15T13:00:00+02:00,pm25,8.83,µg/m³
FR15039,Isère,2018-07-15T13:00:00+02:00,no2,27.23,µg/m³
FR15039,Isère,2018-07-15T12:00:00+02:00,pm25,12.23,µg/m³
FR15039,Isère,2018-07-15T12:00:00+02:00,pm10,18.85,µg/m³
FR15039,Isère,2018-07-15T12:00:00+02:00,no2,32.1,µg/m³
FR15039,Isère,2018-07-15T11:00:00+02:00,no2,46.05,µg/m³
FR15039,Isère,2018-07-15T11:00:00+02:00,pm10,20.78,µg/m³
FR15039,Isère,2018-07-15T11:00:00+02:00,pm25,13.25,µg/m³
FR15039,Isère,2018-07-15T10:00:00+02:00,pm10,15.15,µg/m³
FR15039,Isère,2018-07-15T10:00:00+02:00,pm25,15.58,µg/m³
FR15039,Isère,2018-07-15T10:00:00+02:00,no2,38.53,µg/m³
FR15039,Isère,2018-07-15T09:00:00+02:00,pm25,9.88,µg/m³
FR15039,Isère,2018-07-15T09:00:00+02:00,no2,25.8,µg/m³
FR15039,Isère,2018-07-15T09:00:00+02:00,pm10,19.65,µg/m³
FR15039,Isère,2018-07-15T08:00:00+02:00,pm10,13.53,µg/m³
FR15039,Isère,2018-07-15T08:00:00+02:00,pm25,9,µg/m³
FR15039,Isère,2018-07-15T08:00:00+02:00,no2,30.2,µg/m³
FR15039,Isère,2018-07-15T07:00:00+02:00,no2,29.63,µg/m³
FR15039,Isère,2018-07-15T07:00:00+02:00,pm10,16.68,µg/m³
FR15039,Isère,2018-07-15T07:00:00+02:00,pm25,6.05,µg/m³
FR15039,Isère,2018-07-15T06:00:00+02:00,pm10,11.85,µg/m³
FR15039,Isère,2018-07-15T06:00:00+02:00,no2,37.4,µg/m³
FR15039,Isère,2018-07-15T06:00:00+02:00,pm25,7.3,µg/m³
FR15039,Isère,2018-07-15T05:00:00+02:00,pm25,10.8,µg/m³
FR15039,Isère,2018-07-15T05:00:00+02:00,pm10,17.35,µg/m³
FR15039,Isère,2018-07-15T05:00:00+02:00,no2,25.93,µg/m³
FR15039,Isère,2018-07-15T04:00:00+02:00,pm25,11.5,µg/m³
FR15039,Isère,2018-07-15T04:00:00+02:00,no2,31.15,µg/m³
FR15039,Isère,2018-07-15T04:00:00+02:00,pm10,19.58,µg/m³
FR15039,Isère,2018-07-15T03:00:00+02:00,pm25,8.03,µg/m³
FR15039,Isère,2018-07-15T03:00:00+02:00,pm10,16.8,µg/m³
FR15039,Isère,2018-07-15T03:00:00+02:00,no2,34.33,µg/m³
FR15039,Isère,2018-07-15T02:00:00+02:00,pm10,19.35,µg/m³
FR15039,Isère,2018-07-15T02:00:00+02:00,no2,54.53,µg/m³
FR15039,Isère,2018-07-15T02:00:00+02:00,pm25,8,µg/m³
FR15039,Isère,2018-07-15T01:00:00+02:00,pm10,22.45,µg/m³
FR15039,Isère,2018-07-15T01:00:00+02:00,pm25,9,µg/m³
FR15039,Isère,2018-07-15T01:00:00+02:00,no2,34.63,µg/m³
FR15039,Isère,2018-07-15T00:00:00+02:00,pm25,10.48,µg/m³
FR15039,Isère,2018-07-15T00:00:00+02:00,no2,35.4,µg/m³
FR15039,Isère,2018-07-15T00:00:00+02:00,pm10,19.08,µg/m³
FR15039,Isère,2018-07-14T23:00:00+02:00,pm25,4.83,µg/m³
FR15039,Isère,2018-07-14T23:00:00+02:00,no2,27.98,µg/m³
FR15039,Isère,2018-07-14T23:00:00+02:00,pm10,17.13,µg/m³
FR15039,Isère,2018-07-14T22:00:00+02:00,pm25,7.73,µg/m³
FR15039,Isère,2018-07-14T22:00:00+02:00,no2,26.23,µg/m³
FR15039,Isère,2018-07-14T22:00:00+02:00,pm10,19.68,µg/m³
FR15039,Isère,2018-07-14T21:00:00+02:00,no2,13.9,µg/m³
FR15039,Isère,2018-07-14T21:00:00+02:00,pm25,14.85,µg/m³
FR15039,Isère,2018-07-14T21:00:00+02:00,pm10,36.88,µg/m³
FR15039,Isère,2018-07-14T20:00:00+02:00,pm25,15.6,µg/m³
FR15039,Isère,2018-07-14T20:00:00+02:00,no2,62.05,µg/m³
FR15039,Isère,2018-07-14T20:00:00+02:00,pm10,23,µg/m³
FR15039,Isère,2018-07-14T19:00:00+02:00,pm25,14.43,µg/m³
FR15039,Isère,2018-07-14T19:00:00+02:00,pm10,23.7,µg/m³
FR15039,Isère,2018-07-14T19:00:00+02:00,no2,59.23,µg/m³
FR15039,Isère,2018-07-14T18:00:00+02:00,no2,58.18,µg/m³
FR15039,Isère,2018-07-14T18:00:00+02:00,pm25,12.53,µg/m³
FR15039,Isère,2018-07-14T18:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2018-07-14T17:00:00+02:00,pm25,14.25,µg/m³
FR15039,Isère,2018-07-14T17:00:00+02:00,no2,45.65,µg/m³
FR15039,Isère,2018-07-14T17:00:00+02:00,pm10,26.58,µg/m³
FR15039,Isère,2018-07-14T16:00:00+02:00,no2,65.7,µg/m³
FR15039,Isère,2018-07-14T16:00:00+02:00,pm25,11.53,µg/m³
FR15039,Isère,2018-07-14T16:00:00+02:00,pm10,26.5,µg/m³
FR15039,Isère,2018-07-14T15:00:00+02:00,no2,49.2,µg/m³
FR15039,Isère,2018-07-14T15:00:00+02:00,pm25,10.8,µg/m³
FR15039,Isère,2018-07-14T15:00:00+02:00,pm10,26.7,µg/m³
FR15039,Isère,2018-07-14T14:00:00+02:00,pm25,9.65,µg/m³
FR15039,Isère,2018-07-14T14:00:00+02:00,pm10,19.3,µg/m³
FR15039,Isère,2018-07-14T14:00:00+02:00,no2,24.45,µg/m³
FR15039,Isère,2018-07-14T13:00:00+02:00,pm25,14.7,µg/m³
FR15039,Isère,2018-07-14T13:00:00+02:00,no2,48.83,µg/m³
FR15039,Isère,2018-07-14T13:00:00+02:00,pm10,20,µg/m³
FR15039,Isère,2018-07-14T12:00:00+02:00,pm10,22.1,µg/m³
FR15039,Isère,2018-07-14T12:00:00+02:00,no2,45.38,µg/m³
FR15039,Isère,2018-07-14T12:00:00+02:00,pm25,10.88,µg/m³
FR15039,Isère,2018-07-14T11:00:00+02:00,pm25,9.15,µg/m³
FR15039,Isère,2018-07-14T11:00:00+02:00,no2,42.28,µg/m³
FR15039,Isère,2018-07-14T11:00:00+02:00,pm10,22,µg/m³
FR15039,Isère,2018-07-14T10:00:00+02:00,no2,30.05,µg/m³
FR15039,Isère,2018-07-14T10:00:00+02:00,pm10,20.2,µg/m³
FR15039,Isère,2018-07-14T10:00:00+02:00,pm25,8,µg/m³
FR15039,Isère,2018-07-14T09:00:00+02:00,no2,28.25,µg/m³
FR15039,Isère,2018-07-14T09:00:00+02:00,pm10,20.78,µg/m³
FR15039,Isère,2018-07-14T09:00:00+02:00,pm25,10.48,µg/m³
FR15039,Isère,2018-07-14T08:00:00+02:00,no2,27.98,µg/m³
FR15039,Isère,2018-07-14T08:00:00+02:00,pm10,16.5,µg/m³
FR15039,Isère,2018-07-14T08:00:00+02:00,pm25,8.35,µg/m³
FR15039,Isère,2018-07-14T07:00:00+02:00,pm25,8.6,µg/m³
FR15039,Isère,2018-07-14T07:00:00+02:00,pm10,17.6,µg/m³
FR15039,Isère,2018-07-14T07:00:00+02:00,no2,34.35,µg/m³
FR15039,Isère,2018-07-14T06:00:00+02:00,no2,34.3,µg/m³
FR15039,Isère,2018-07-14T06:00:00+02:00,pm10,21.95,µg/m³
FR15039,Isère,2018-07-14T06:00:00+02:00,pm25,10.95,µg/m³
FR15039,Isère,2018-07-14T05:00:00+02:00,pm10,17.7,µg/m³
FR15039,Isère,2018-07-14T05:00:00+02:00,pm25,8.18,µg/m³
FR15039,Isère,2018-07-14T05:00:00+02:00,no2,28.88,µg/m³
FR15039,Isère,2018-07-14T04:00:00+02:00,no2,36.65,µg/m³
FR15039,Isère,2018-07-14T04:00:00+02:00,pm10,20.13,µg/m³
FR15039,Isère,2018-07-14T04:00:00+02:00,pm25,11.3,µg/m³
FR15039,Isère,2018-07-14T03:00:00+02:00,pm25,10.53,µg/m³
FR15039,Isère,2018-07-14T03:00:00+02:00,pm10,35.15,µg/m³
FR15039,Isère,2018-07-14T03:00:00+02:00,no2,37.13,µg/m³
FR15039,Isère,2018-07-14T02:00:00+02:00,no2,48.63,µg/m³
FR15039,Isère,2018-07-14T02:00:00+02:00,pm25,17.88,µg/m³
FR15039,Isère,2018-07-14T02:00:00+02:00,pm10,31.13,µg/m³
FR15039,Isère,2018-07-14T01:00:00+02:00,pm10,44.08,µg/m³
FR15039,Isère,2018-07-14T01:00:00+02:00,no2,50.35,µg/m³
FR15039,Isère,2018-07-14T01:00:00+02:00,pm25,25.05,µg/m³
FR15039,Isère,2018-07-14T00:00:00+02:00,pm25,10.78,µg/m³
FR15039,Isère,2018-07-14T00:00:00+02:00,pm10,26.7,µg/m³
FR15039,Isère,2018-07-14T00:00:00+02:00,no2,51.88,µg/m³
FR15039,Isère,2018-07-13T23:00:00+02:00,no2,73.38,µg/m³
FR15039,Isère,2018-07-13T23:00:00+02:00,pm25,6.48,µg/m³
FR15039,Isère,2018-07-13T23:00:00+02:00,pm10,21.63,µg/m³
FR15039,Isère,2018-07-13T22:00:00+02:00,pm10,26.28,µg/m³
FR15039,Isère,2018-07-13T22:00:00+02:00,no2,53.35,µg/m³
FR15039,Isère,2018-07-13T22:00:00+02:00,pm25,4.75,µg/m³
FR15039,Isère,2018-07-13T21:00:00+02:00,no2,40.53,µg/m³
FR15039,Isère,2018-07-13T21:00:00+02:00,pm10,20.3,µg/m³
FR15039,Isère,2018-07-13T21:00:00+02:00,pm25,6.98,µg/m³
FR15039,Isère,2018-07-13T20:00:00+02:00,pm25,5.28,µg/m³
FR15039,Isère,2018-07-13T20:00:00+02:00,no2,50,µg/m³
FR15039,Isère,2018-07-13T20:00:00+02:00,pm10,18.5,µg/m³
FR15039,Isère,2018-07-13T19:00:00+02:00,pm25,6.2,µg/m³
FR15039,Isère,2018-07-13T19:00:00+02:00,pm10,15.83,µg/m³
FR15039,Isère,2018-07-13T19:00:00+02:00,no2,52.38,µg/m³
FR15039,Isère,2018-07-13T18:00:00+02:00,pm10,23.18,µg/m³
FR15039,Isère,2018-07-13T18:00:00+02:00,no2,47.83,µg/m³
FR15039,Isère,2018-07-13T18:00:00+02:00,pm25,6.4,µg/m³
FR15039,Isère,2018-07-13T17:00:00+02:00,no2,58.93,µg/m³
FR15039,Isère,2018-07-13T17:00:00+02:00,pm10,19.6,µg/m³
FR15039,Isère,2018-07-13T16:00:00+02:00,no2,59.48,µg/m³
FR15039,Isère,2018-07-13T16:00:00+02:00,pm10,17.35,µg/m³
FR15039,Isère,2018-07-13T16:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2018-07-13T15:00:00+02:00,no2,54.15,µg/m³
FR15039,Isère,2018-07-13T15:00:00+02:00,pm25,10.23,µg/m³
FR15039,Isère,2018-07-13T15:00:00+02:00,pm10,26.6,µg/m³
FR15039,Isère,2018-07-13T14:00:00+02:00,pm10,25.78,µg/m³
FR15039,Isère,2018-07-13T14:00:00+02:00,no2,64.05,µg/m³
FR15039,Isère,2018-07-13T14:00:00+02:00,pm25,11.58,µg/m³
FR15039,Isère,2018-07-13T13:00:00+02:00,pm10,34.98,µg/m³
FR15039,Isère,2018-07-13T13:00:00+02:00,pm25,11.15,µg/m³
FR15039,Isère,2018-07-13T13:00:00+02:00,no2,64.93,µg/m³
FR15039,Isère,2018-07-13T12:00:00+02:00,pm25,8.18,µg/m³
FR15039,Isère,2018-07-13T12:00:00+02:00,no2,64.38,µg/m³
FR15039,Isère,2018-07-13T12:00:00+02:00,pm10,28.28,µg/m³
FR15039,Isère,2018-07-13T11:00:00+02:00,no2,33.5,µg/m³
FR15039,Isère,2018-07-13T11:00:00+02:00,pm10,23.9,µg/m³
FR15039,Isère,2018-07-13T11:00:00+02:00,pm25,11.3,µg/m³
FR15039,Isère,2018-07-13T10:00:00+02:00,no2,36.4,µg/m³
FR15039,Isère,2018-07-13T10:00:00+02:00,pm25,10.1,µg/m³
FR15039,Isère,2018-07-13T10:00:00+02:00,pm10,31.13,µg/m³
FR15039,Isère,2018-07-13T09:00:00+02:00,pm10,22.8,µg/m³
FR15039,Isère,2018-07-13T09:00:00+02:00,pm25,9.03,µg/m³
FR15039,Isère,2018-07-13T09:00:00+02:00,no2,39.4,µg/m³
FR15039,Isère,2018-07-13T08:00:00+02:00,pm25,9.3,µg/m³
FR15039,Isère,2018-07-13T08:00:00+02:00,no2,43.5,µg/m³
FR15039,Isère,2018-07-13T08:00:00+02:00,pm10,19.68,µg/m³
FR15039,Isère,2018-07-13T07:00:00+02:00,no2,49.83,µg/m³
FR15039,Isère,2018-07-13T07:00:00+02:00,pm10,17.2,µg/m³
FR15039,Isère,2018-07-13T07:00:00+02:00,pm25,6.85,µg/m³
FR15039,Isère,2018-07-13T06:00:00+02:00,pm25,7.5,µg/m³
FR15039,Isère,2018-07-13T06:00:00+02:00,pm10,17.2,µg/m³
FR15039,Isère,2018-07-13T06:00:00+02:00,no2,43.48,µg/m³
FR15039,Isère,2018-07-13T05:00:00+02:00,pm10,19.05,µg/m³
FR15039,Isère,2018-07-13T05:00:00+02:00,no2,33.4,µg/m³
FR15039,Isère,2018-07-13T05:00:00+02:00,pm25,8.58,µg/m³
FR15039,Isère,2018-07-13T04:00:00+02:00,pm10,25.1,µg/m³
FR15039,Isère,2018-07-13T04:00:00+02:00,pm25,8,µg/m³
FR15039,Isère,2018-07-13T04:00:00+02:00,no2,29.53,µg/m³
FR15039,Isère,2018-07-13T03:00:00+02:00,no2,47.53,µg/m³
FR15039,Isère,2018-07-13T03:00:00+02:00,pm10,13.18,µg/m³
FR15039,Isère,2018-07-13T03:00:00+02:00,pm25,8.5,µg/m³
FR15039,Isère,2018-07-13T02:00:00+02:00,pm25,9.98,µg/m³
FR15039,Isère,2018-07-13T02:00:00+02:00,pm10,22.7,µg/m³
FR15039,Isère,2018-07-13T02:00:00+02:00,no2,41.4,µg/m³
FR15039,Isère,2018-07-13T01:00:00+02:00,pm25,11.48,µg/m³
FR15039,Isère,2018-07-13T01:00:00+02:00,pm10,20.13,µg/m³
FR15039,Isère,2018-07-13T01:00:00+02:00,no2,47.05,µg/m³
FR15039,Isère,2018-07-13T00:00:00+02:00,no2,47.73,µg/m³
FR15039,Isère,2018-07-13T00:00:00+02:00,pm25,10.15,µg/m³
FR15039,Isère,2018-07-13T00:00:00+02:00,pm10,22.78,µg/m³
FR15039,Isère,2018-07-12T23:00:00+02:00,pm10,15.65,µg/m³
FR15039,Isère,2018-07-12T23:00:00+02:00,pm25,5.55,µg/m³
FR15039,Isère,2018-07-12T23:00:00+02:00,no2,56.35,µg/m³
FR15039,Isère,2018-07-12T22:00:00+02:00,no2,26.7,µg/m³
FR15039,Isère,2018-07-12T22:00:00+02:00,pm25,7.15,µg/m³
FR15039,Isère,2018-07-12T22:00:00+02:00,pm10,19.28,µg/m³
FR15039,Isère,2018-07-12T21:00:00+02:00,pm10,13.83,µg/m³
FR15039,Isère,2018-07-12T21:00:00+02:00,pm25,6.2,µg/m³
FR15039,Isère,2018-07-12T21:00:00+02:00,no2,25.2,µg/m³
FR15039,Isère,2018-07-12T20:00:00+02:00,pm25,5,µg/m³
FR15039,Isère,2018-07-12T20:00:00+02:00,pm10,19.03,µg/m³
FR15039,Isère,2018-07-12T20:00:00+02:00,no2,23.83,µg/m³
FR15039,Isère,2018-07-12T19:00:00+02:00,pm10,20.73,µg/m³
FR15039,Isère,2018-07-12T19:00:00+02:00,pm25,6.5,µg/m³
FR15039,Isère,2018-07-12T19:00:00+02:00,no2,22.75,µg/m³
FR15039,Isère,2018-07-12T18:00:00+02:00,pm25,6.2,µg/m³
FR15039,Isère,2018-07-12T18:00:00+02:00,pm10,25.08,µg/m³
FR15039,Isère,2018-07-12T18:00:00+02:00,no2,25.08,µg/m³
FR15039,Isère,2018-07-12T17:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2018-07-12T17:00:00+02:00,pm10,20.63,µg/m³
FR15039,Isère,2018-07-12T17:00:00+02:00,no2,24.88,µg/m³
FR15039,Isère,2018-07-12T16:00:00+02:00,pm10,27.28,µg/m³
FR15039,Isère,2018-07-12T16:00:00+02:00,no2,29.65,µg/m³
FR15039,Isère,2018-07-12T16:00:00+02:00,pm25,6.5,µg/m³
FR15039,Isère,2018-07-12T15:00:00+02:00,pm25,6.5,µg/m³
FR15039,Isère,2018-07-12T15:00:00+02:00,no2,31.43,µg/m³
FR15039,Isère,2018-07-12T15:00:00+02:00,pm10,19.23,µg/m³
FR15039,Isère,2018-07-12T14:00:00+02:00,pm10,26.38,µg/m³
FR15039,Isère,2018-07-12T14:00:00+02:00,pm25,11.2,µg/m³
FR15039,Isère,2018-07-12T14:00:00+02:00,no2,28.55,µg/m³
FR15039,Isère,2018-07-12T13:00:00+02:00,no2,45.95,µg/m³
FR15039,Isère,2018-07-12T13:00:00+02:00,pm25,8.93,µg/m³
FR15039,Isère,2018-07-12T13:00:00+02:00,pm10,35.13,µg/m³
FR15039,Isère,2018-07-12T12:00:00+02:00,pm25,10.08,µg/m³
FR15039,Isère,2018-07-12T12:00:00+02:00,no2,44.98,µg/m³
FR15039,Isère,2018-07-12T12:00:00+02:00,pm10,22.7,µg/m³
FR15039,Isère,2018-07-12T11:00:00+02:00,no2,45.13,µg/m³
FR15039,Isère,2018-07-12T11:00:00+02:00,pm10,32,µg/m³
FR15039,Isère,2018-07-12T11:00:00+02:00,pm25,10,µg/m³
FR15039,Isère,2018-07-12T10:00:00+02:00,pm25,9.9,µg/m³
FR15039,Isère,2018-07-12T10:00:00+02:00,pm10,29.7,µg/m³
FR15039,Isère,2018-07-12T10:00:00+02:00,no2,41.25,µg/m³
FR15039,Isère,2018-07-12T09:00:00+02:00,no2,34.25,µg/m³
FR15039,Isère,2018-07-12T09:00:00+02:00,pm25,8,µg/m³
FR15039,Isère,2018-07-12T09:00:00+02:00,pm10,25.95,µg/m³
FR15039,Isère,2018-07-12T08:00:00+02:00,pm25,9.83,µg/m³
FR15039,Isère,2018-07-12T08:00:00+02:00,no2,37.5,µg/m³
FR15039,Isère,2018-07-12T08:00:00+02:00,pm10,19.2,µg/m³
FR15039,Isère,2018-07-12T07:00:00+02:00,no2,35.03,µg/m³
FR15039,Isère,2018-07-12T07:00:00+02:00,pm10,15.6,µg/m³
