location,city,local,parameter,value,unit
FR15039,Isère,2020-09-10T14:00:00+02:00,no2,30.8,µg/m³
FR15039,Isère,2020-09-10T14:00:00+02:00,pm10,24.4,µg/m³
FR15039,Isère,2020-09-10T14:00:00+02:00,pm25,12.2,µg/m³
FR15039,Isère,2020-09-10T13:00:00+02:00,pm25,12.8,µg/m³
FR15039,Isère,2020-09-10T13:00:00+02:00,pm10,29.1,µg/m³
FR15039,Isère,2020-09-10T13:00:00+02:00,no2,40.3,µg/m³
FR15039,Isère,2020-09-10T12:00:00+02:00,no2,41.3,µg/m³
FR15039,Isère,2020-09-10T12:00:00+02:00,pm10,24.4,µg/m³
FR15039,Isère,2020-09-10T12:00:00+02:00,pm25,10.8,µg/m³
FR15039,Isère,2020-09-10T11:00:00+02:00,pm25,9.5,µg/m³
FR15039,Isère,2020-09-10T11:00:00+02:00,pm10,24.9,µg/m³
FR15039,Isère,2020-09-10T11:00:00+02:00,no2,36.2,µg/m³
FR15039,Isère,2020-09-10T10:00:00+02:00,pm25,11.5,µg/m³
FR15039,Isère,2020-09-10T10:00:00+02:00,pm10,27.2,µg/m³
FR15039,Isère,2020-09-10T10:00:00+02:00,no2,29.2,µg/m³
FR15039,Isère,2020-09-10T09:00:00+02:00,pm10,19.2,µg/m³
FR15039,Isère,2020-09-10T09:00:00+02:00,no2,39.2,µg/m³
FR15039,Isère,2020-09-10T09:00:00+02:00,pm25,8.4,µg/m³
FR15039,Isère,2020-09-10T08:00:00+02:00,pm25,3.8,µg/m³
FR15039,Isère,2020-09-10T08:00:00+02:00,no2,32.6,µg/m³
FR15039,Isère,2020-09-10T08:00:00+02:00,pm10,17.1,µg/m³
FR15039,Isère,2020-09-10T07:00:00+02:00,pm10,18,µg/m³
FR15039,Isère,2020-09-10T07:00:00+02:00,no2,21.7,µg/m³
FR15039,Isère,2020-09-10T07:00:00+02:00,pm25,4.1,µg/m³
FR15039,Isère,2020-09-10T06:00:00+02:00,pm25,7.1,µg/m³
FR15039,Isère,2020-09-10T06:00:00+02:00,no2,25.6,µg/m³
FR15039,Isère,2020-09-10T06:00:00+02:00,pm10,16.5,µg/m³
FR15039,Isère,2020-09-10T05:00:00+02:00,no2,23.7,µg/m³
FR15039,Isère,2020-09-10T05:00:00+02:00,pm10,22.8,µg/m³
FR15039,Isère,2020-09-10T05:00:00+02:00,pm25,7.8,µg/m³
FR15039,Isère,2020-09-10T04:00:00+02:00,pm25,7.7,µg/m³
FR15039,Isère,2020-09-10T04:00:00+02:00,no2,31.7,µg/m³
FR15039,Isère,2020-09-10T04:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2020-09-10T03:00:00+02:00,no2,29.4,µg/m³
FR15039,Isère,2020-09-10T03:00:00+02:00,pm10,16.3,µg/m³
FR15039,Isère,2020-09-10T03:00:00+02:00,pm25,5.1,µg/m³
FR15039,Isère,2020-09-10T02:00:00+02:00,pm25,5.7,µg/m³
FR15039,Isère,2020-09-10T02:00:00+02:00,no2,25.9,µg/m³
FR15039,Isère,2020-09-10T02:00:00+02:00,pm10,16.2,µg/m³
FR15039,Isère,2020-09-10T01:00:00+02:00,no2,28.4,µg/m³
FR15039,Isère,2020-09-10T01:00:00+02:00,pm25,6.7,µg/m³
FR15039,Isère,2020-09-10T01:00:00+02:00,pm10,19.6,µg/m³
FR15039,Isère,2020-09-10T00:00:00+02:00,pm25,8.3,µg/m³
FR15039,Isère,2020-09-10T00:00:00+02:00,pm10,21.4,µg/m³
FR15039,Isère,2020-09-10T00:00:00+02:00,no2,27.1,µg/m³
FR15039,Isère,2020-09-09T23:00:00+02:00,no2,35.3,µg/m³
FR15039,Isère,2020-09-09T23:00:00+02:00,pm10,32,µg/m³
FR15039,Isère,2020-09-09T23:00:00+02:00,pm25,12,µg/m³
FR15039,Isère,2020-09-09T22:00:00+02:00,no2,49.8,µg/m³
FR15039,Isère,2020-09-09T22:00:00+02:00,pm10,31.6,µg/m³
FR15039,Isère,2020-09-09T22:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2020-09-09T21:00:00+02:00,pm25,6,µg/m³
FR15039,Isère,2020-09-09T21:00:00+02:00,pm10,17.6,µg/m³
FR15039,Isère,2020-09-09T21:00:00+02:00,no2,61.3,µg/m³
FR15039,Isère,2020-09-09T20:00:00+02:00,pm10,24.8,µg/m³
FR15039,Isère,2020-09-09T20:00:00+02:00,no2,44.2,µg/m³
FR15039,Isère,2020-09-09T20:00:00+02:00,pm25,8.8,µg/m³
FR15039,Isère,2020-09-09T19:00:00+02:00,no2,55.2,µg/m³
FR15039,Isère,2020-09-09T19:00:00+02:00,pm25,9.4,µg/m³
FR15039,Isère,2020-09-09T19:00:00+02:00,pm10,28.5,µg/m³
FR15039,Isère,2020-09-09T18:00:00+02:00,no2,48.8,µg/m³
FR15039,Isère,2020-09-09T18:00:00+02:00,pm25,5.1,µg/m³
FR15039,Isère,2020-09-09T18:00:00+02:00,pm10,35.9,µg/m³
FR15039,Isère,2020-09-09T17:00:00+02:00,pm10,27.4,µg/m³
FR15039,Isère,2020-09-09T17:00:00+02:00,pm25,4.9,µg/m³
FR15039,Isère,2020-09-09T17:00:00+02:00,no2,44.1,µg/m³
FR15039,Isère,2020-09-09T16:00:00+02:00,pm25,4.4,µg/m³
FR15039,Isère,2020-09-09T16:00:00+02:00,no2,38,µg/m³
FR15039,Isère,2020-09-09T16:00:00+02:00,pm10,31.1,µg/m³
FR15039,Isère,2020-09-09T15:00:00+02:00,no2,38.5,µg/m³
FR15039,Isère,2020-09-09T15:00:00+02:00,pm25,5.2,µg/m³
FR15039,Isère,2020-09-09T15:00:00+02:00,pm10,28.9,µg/m³
FR15039,Isère,2020-09-09T14:00:00+02:00,pm25,7.4,µg/m³
FR15039,Isère,2020-09-09T14:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2020-09-09T14:00:00+02:00,no2,34.7,µg/m³
FR15039,Isère,2020-09-09T13:00:00+02:00,pm10,33.4,µg/m³
FR15039,Isère,2020-09-09T13:00:00+02:00,no2,27.9,µg/m³
FR15039,Isère,2020-09-09T13:00:00+02:00,pm25,8.6,µg/m³
FR15039,Isère,2020-09-09T12:00:00+02:00,no2,29.8,µg/m³
FR15039,Isère,2020-09-09T12:00:00+02:00,pm10,25,µg/m³
FR15039,Isère,2020-09-09T12:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2020-09-09T11:00:00+02:00,no2,29.4,µg/m³
FR15039,Isère,2020-09-09T11:00:00+02:00,pm25,8.1,µg/m³
FR15039,Isère,2020-09-09T11:00:00+02:00,pm10,21.6,µg/m³
FR15039,Isère,2020-09-09T10:00:00+02:00,no2,24.7,µg/m³
FR15039,Isère,2020-09-09T10:00:00+02:00,pm25,8.8,µg/m³
FR15039,Isère,2020-09-09T10:00:00+02:00,pm10,27.7,µg/m³
FR15039,Isère,2020-09-09T09:00:00+02:00,no2,38.8,µg/m³
FR15039,Isère,2020-09-09T09:00:00+02:00,pm10,20.7,µg/m³
FR15039,Isère,2020-09-09T09:00:00+02:00,pm25,7.7,µg/m³
FR15039,Isère,2020-09-09T08:00:00+02:00,pm10,15.4,µg/m³
FR15039,Isère,2020-09-09T08:00:00+02:00,pm25,6.1,µg/m³
FR15039,Isère,2020-09-09T08:00:00+02:00,no2,36.2,µg/m³
FR15039,Isère,2020-09-09T07:00:00+02:00,pm25,5.6,µg/m³
FR15039,Isère,2020-09-09T07:00:00+02:00,pm10,24.2,µg/m³
FR15039,Isère,2020-09-09T07:00:00+02:00,no2,36.2,µg/m³
FR15039,Isère,2020-09-09T06:00:00+02:00,no2,29.4,µg/m³
FR15039,Isère,2020-09-09T06:00:00+02:00,pm25,5.1,µg/m³
FR15039,Isère,2020-09-09T06:00:00+02:00,pm10,12.3,µg/m³
FR15039,Isère,2020-09-09T05:00:00+02:00,pm10,14,µg/m³
FR15039,Isère,2020-09-09T05:00:00+02:00,pm25,4.2,µg/m³
FR15039,Isère,2020-09-09T05:00:00+02:00,no2,27.2,µg/m³
FR15039,Isère,2020-09-09T04:00:00+02:00,no2,21.6,µg/m³
FR15039,Isère,2020-09-09T04:00:00+02:00,pm25,4.8,µg/m³
FR15039,Isère,2020-09-09T04:00:00+02:00,pm10,15,µg/m³
FR15039,Isère,2020-09-09T03:00:00+02:00,pm10,16.5,µg/m³
FR15039,Isère,2020-09-09T03:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2020-09-09T03:00:00+02:00,no2,21.8,µg/m³
FR15039,Isère,2020-09-09T02:00:00+02:00,pm10,18.8,µg/m³
FR15039,Isère,2020-09-09T02:00:00+02:00,no2,29.6,µg/m³
FR15039,Isère,2020-09-09T02:00:00+02:00,pm25,6.6,µg/m³
FR15039,Isère,2020-09-09T01:00:00+02:00,pm25,6.3,µg/m³
FR15039,Isère,2020-09-09T01:00:00+02:00,pm10,28.8,µg/m³
FR15039,Isère,2020-09-09T01:00:00+02:00,no2,27.7,µg/m³
FR15039,Isère,2020-09-09T00:00:00+02:00,pm10,23,µg/m³
FR15039,Isère,2020-09-09T00:00:00+02:00,no2,55.1,µg/m³
FR15039,Isère,2020-09-09T00:00:00+02:00,pm25,7.2,µg/m³
FR15039,Isère,2020-09-08T23:00:00+02:00,pm10,24.9,µg/m³
FR15039,Isère,2020-09-08T23:00:00+02:00,no2,48.9,µg/m³
FR15039,Isère,2020-09-08T23:00:00+02:00,pm25,6.5,µg/m³
FR15039,Isère,2020-09-08T22:00:00+02:00,pm10,30.3,µg/m³
FR15039,Isère,2020-09-08T22:00:00+02:00,pm25,7.4,µg/m³
FR15039,Isère,2020-09-08T22:00:00+02:00,no2,54.9,µg/m³
FR15039,Isère,2020-09-08T21:00:00+02:00,pm10,25.4,µg/m³
FR15039,Isère,2020-09-08T21:00:00+02:00,pm25,8.3,µg/m³
FR15039,Isère,2020-09-08T21:00:00+02:00,no2,69.7,µg/m³
FR15039,Isère,2020-09-08T20:00:00+02:00,pm25,8.2,µg/m³
FR15039,Isère,2020-09-08T20:00:00+02:00,pm10,24.4,µg/m³
FR15039,Isère,2020-09-08T20:00:00+02:00,no2,62.5,µg/m³
FR15039,Isère,2020-09-08T19:00:00+02:00,pm25,7.6,µg/m³
FR15039,Isère,2020-09-08T19:00:00+02:00,pm10,19.8,µg/m³
FR15039,Isère,2020-09-08T19:00:00+02:00,no2,48.8,µg/m³
FR15039,Isère,2020-09-08T18:00:00+02:00,pm10,22.6,µg/m³
FR15039,Isère,2020-09-08T18:00:00+02:00,pm25,6.1,µg/m³
FR15039,Isère,2020-09-08T18:00:00+02:00,no2,29.3,µg/m³
FR15039,Isère,2020-09-08T17:00:00+02:00,no2,31.1,µg/m³
FR15039,Isère,2020-09-08T17:00:00+02:00,pm10,16.9,µg/m³
FR15039,Isère,2020-09-08T17:00:00+02:00,pm25,7.1,µg/m³
FR15039,Isère,2020-09-08T16:00:00+02:00,pm25,6.4,µg/m³
FR15039,Isère,2020-09-08T16:00:00+02:00,pm10,24.5,µg/m³
FR15039,Isère,2020-09-08T16:00:00+02:00,no2,31.7,µg/m³
FR15039,Isère,2020-09-08T15:00:00+02:00,no2,35.4,µg/m³
FR15039,Isère,2020-09-08T15:00:00+02:00,pm10,24.5,µg/m³
FR15039,Isère,2020-09-08T15:00:00+02:00,pm25,9.3,µg/m³
FR15039,Isère,2020-09-08T14:00:00+02:00,no2,33.3,µg/m³
FR15039,Isère,2020-09-08T14:00:00+02:00,pm25,7.2,µg/m³
FR15039,Isère,2020-09-08T14:00:00+02:00,pm10,17.7,µg/m³
FR15039,Isère,2020-09-08T13:00:00+02:00,pm10,28.1,µg/m³
FR15039,Isère,2020-09-08T13:00:00+02:00,pm25,5.8,µg/m³
FR15039,Isère,2020-09-08T13:00:00+02:00,no2,30.4,µg/m³
FR15039,Isère,2020-09-08T12:00:00+02:00,no2,36.6,µg/m³
FR15039,Isère,2020-09-08T12:00:00+02:00,pm25,8.8,µg/m³
FR15039,Isère,2020-09-08T12:00:00+02:00,pm10,22.6,µg/m³
FR15039,Isère,2020-09-08T11:00:00+02:00,pm25,9.9,µg/m³
FR15039,Isère,2020-09-08T11:00:00+02:00,no2,23,µg/m³
FR15039,Isère,2020-09-08T11:00:00+02:00,pm10,23.5,µg/m³
FR15039,Isère,2020-09-08T10:00:00+02:00,pm25,7.6,µg/m³
FR15039,Isère,2020-09-08T10:00:00+02:00,no2,25.5,µg/m³
FR15039,Isère,2020-09-08T10:00:00+02:00,pm10,32.8,µg/m³
FR15039,Isère,2020-09-08T09:00:00+02:00,pm25,10.2,µg/m³
FR15039,Isère,2020-09-08T09:00:00+02:00,no2,35.5,µg/m³
FR15039,Isère,2020-09-08T09:00:00+02:00,pm10,16.1,µg/m³
FR15039,Isère,2020-09-08T08:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2020-09-08T08:00:00+02:00,pm10,16.2,µg/m³
FR15039,Isère,2020-09-08T08:00:00+02:00,no2,33.8,µg/m³
FR15039,Isère,2020-09-08T07:00:00+02:00,pm25,3.3,µg/m³
FR15039,Isère,2020-09-08T07:00:00+02:00,pm10,11.9,µg/m³
FR15039,Isère,2020-09-08T07:00:00+02:00,no2,26.6,µg/m³
FR15039,Isère,2020-09-08T06:00:00+02:00,pm10,12.7,µg/m³
FR15039,Isère,2020-09-08T06:00:00+02:00,no2,22.7,µg/m³
FR15039,Isère,2020-09-08T06:00:00+02:00,pm25,4.2,µg/m³
FR15039,Isère,2020-09-08T05:00:00+02:00,pm25,6.1,µg/m³
FR15039,Isère,2020-09-08T05:00:00+02:00,no2,18.1,µg/m³
FR15039,Isère,2020-09-08T05:00:00+02:00,pm10,16.2,µg/m³
FR15039,Isère,2020-09-08T04:00:00+02:00,pm25,5.3,µg/m³
FR15039,Isère,2020-09-08T04:00:00+02:00,no2,26.5,µg/m³
FR15039,Isère,2020-09-08T04:00:00+02:00,pm10,17.4,µg/m³
FR15039,Isère,2020-09-08T03:00:00+02:00,no2,24.9,µg/m³
FR15039,Isère,2020-09-08T03:00:00+02:00,pm25,5.7,µg/m³
FR15039,Isère,2020-09-08T03:00:00+02:00,pm10,16.5,µg/m³
FR15039,Isère,2020-09-08T02:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2020-09-08T02:00:00+02:00,pm10,19.9,µg/m³
FR15039,Isère,2020-09-08T02:00:00+02:00,no2,24.6,µg/m³
FR15039,Isère,2020-09-08T01:00:00+02:00,pm10,25.2,µg/m³
FR15039,Isère,2020-09-08T01:00:00+02:00,no2,33.8,µg/m³
FR15039,Isère,2020-09-08T01:00:00+02:00,pm25,7.8,µg/m³
FR15039,Isère,2020-09-08T00:00:00+02:00,pm25,5.6,µg/m³
FR15039,Isère,2020-09-08T00:00:00+02:00,no2,38.3,µg/m³
FR15039,Isère,2020-09-08T00:00:00+02:00,pm10,22.3,µg/m³
FR15039,Isère,2020-09-07T23:00:00+02:00,pm10,26,µg/m³
FR15039,Isère,2020-09-07T23:00:00+02:00,no2,49.1,µg/m³
FR15039,Isère,2020-09-07T23:00:00+02:00,pm25,7.3,µg/m³
FR15039,Isère,2020-09-07T22:00:00+02:00,pm25,8.5,µg/m³
FR15039,Isère,2020-09-07T22:00:00+02:00,pm10,26.4,µg/m³
FR15039,Isère,2020-09-07T22:00:00+02:00,no2,59.5,µg/m³
FR15039,Isère,2020-09-07T21:00:00+02:00,no2,41.2,µg/m³
FR15039,Isère,2020-09-07T21:00:00+02:00,pm25,10.1,µg/m³
FR15039,Isère,2020-09-07T21:00:00+02:00,pm10,21.3,µg/m³
FR15039,Isère,2020-09-07T20:00:00+02:00,pm25,7.9,µg/m³
FR15039,Isère,2020-09-07T20:00:00+02:00,no2,39.4,µg/m³
FR15039,Isère,2020-09-07T20:00:00+02:00,pm10,22.8,µg/m³
FR15039,Isère,2020-09-07T19:00:00+02:00,pm25,9.1,µg/m³
FR15039,Isère,2020-09-07T19:00:00+02:00,pm10,23,µg/m³
FR15039,Isère,2020-09-07T19:00:00+02:00,no2,48.1,µg/m³
FR15039,Isère,2020-09-07T18:00:00+02:00,pm10,23.7,µg/m³
FR15039,Isère,2020-09-07T18:00:00+02:00,no2,50.3,µg/m³
FR15039,Isère,2020-09-07T18:00:00+02:00,pm25,11.6,µg/m³
FR15039,Isère,2020-09-07T17:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2020-09-07T17:00:00+02:00,pm10,21.5,µg/m³
FR15039,Isère,2020-09-07T17:00:00+02:00,no2,36.5,µg/m³
FR15039,Isère,2020-09-07T16:00:00+02:00,no2,30.7,µg/m³
FR15039,Isère,2020-09-07T16:00:00+02:00,pm25,5.2,µg/m³
FR15039,Isère,2020-09-07T16:00:00+02:00,pm10,22.1,µg/m³
FR15039,Isère,2020-09-07T15:00:00+02:00,pm25,4.7,µg/m³
FR15039,Isère,2020-09-07T15:00:00+02:00,pm10,24.2,µg/m³
FR15039,Isère,2020-09-07T15:00:00+02:00,no2,22.8,µg/m³
FR15039,Isère,2020-09-07T14:00:00+02:00,pm25,5.8,µg/m³
FR15039,Isère,2020-09-07T14:00:00+02:00,no2,18.3,µg/m³
FR15039,Isère,2020-09-07T14:00:00+02:00,pm10,22.6,µg/m³
FR15039,Isère,2020-09-07T13:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2020-09-07T13:00:00+02:00,pm10,20,µg/m³
FR15039,Isère,2020-09-07T13:00:00+02:00,no2,16.7,µg/m³
FR15039,Isère,2020-09-07T12:00:00+02:00,pm25,5.6,µg/m³
FR15039,Isère,2020-09-07T12:00:00+02:00,pm10,22.5,µg/m³
FR15039,Isère,2020-09-07T12:00:00+02:00,no2,20.1,µg/m³
FR15039,Isère,2020-09-07T11:00:00+02:00,no2,24.7,µg/m³
FR15039,Isère,2020-09-07T11:00:00+02:00,pm10,26.2,µg/m³
FR15039,Isère,2020-09-07T11:00:00+02:00,pm25,5.3,µg/m³
FR15039,Isère,2020-09-07T10:00:00+02:00,pm10,21.3,µg/m³
FR15039,Isère,2020-09-07T10:00:00+02:00,pm25,3.3,µg/m³
FR15039,Isère,2020-09-07T10:00:00+02:00,no2,28.2,µg/m³
FR15039,Isère,2020-09-07T09:00:00+02:00,no2,31.5,µg/m³
FR15039,Isère,2020-09-07T09:00:00+02:00,pm10,16.2,µg/m³
FR15039,Isère,2020-09-07T09:00:00+02:00,pm25,2.9,µg/m³
FR15039,Isère,2020-09-07T08:00:00+02:00,pm10,13.7,µg/m³
FR15039,Isère,2020-09-07T08:00:00+02:00,pm25,4,µg/m³
FR15039,Isère,2020-09-07T08:00:00+02:00,no2,31.7,µg/m³
FR15039,Isère,2020-09-07T07:00:00+02:00,pm25,2.8,µg/m³
FR15039,Isère,2020-09-07T07:00:00+02:00,pm10,12.8,µg/m³
FR15039,Isère,2020-09-07T07:00:00+02:00,no2,19.5,µg/m³
FR15039,Isère,2020-09-07T06:00:00+02:00,pm10,9.4,µg/m³
FR15039,Isère,2020-09-07T06:00:00+02:00,no2,12.7,µg/m³
FR15039,Isère,2020-09-07T06:00:00+02:00,pm25,1.8,µg/m³
FR15039,Isère,2020-09-07T05:00:00+02:00,pm25,3.1,µg/m³
FR15039,Isère,2020-09-07T05:00:00+02:00,pm10,12.2,µg/m³
FR15039,Isère,2020-09-07T05:00:00+02:00,no2,10.8,µg/m³
FR15039,Isère,2020-09-07T04:00:00+02:00,pm25,3.5,µg/m³
FR15039,Isère,2020-09-07T04:00:00+02:00,no2,7.8,µg/m³
FR15039,Isère,2020-09-07T04:00:00+02:00,pm10,9.6,µg/m³
FR15039,Isère,2020-09-07T03:00:00+02:00,pm25,2.1,µg/m³
FR15039,Isère,2020-09-07T03:00:00+02:00,pm10,11.3,µg/m³
FR15039,Isère,2020-09-07T03:00:00+02:00,no2,9,µg/m³
FR15039,Isère,2020-09-07T02:00:00+02:00,pm10,10.5,µg/m³
FR15039,Isère,2020-09-07T02:00:00+02:00,pm25,2.2,µg/m³
FR15039,Isère,2020-09-07T02:00:00+02:00,no2,13.2,µg/m³
FR15039,Isère,2020-09-07T01:00:00+02:00,pm10,8.6,µg/m³
FR15039,Isère,2020-09-07T01:00:00+02:00,pm25,2.4,µg/m³
FR15039,Isère,2020-09-07T01:00:00+02:00,no2,11.1,µg/m³
FR15039,Isère,2020-09-07T00:00:00+02:00,no2,12,µg/m³
FR15039,Isère,2020-09-07T00:00:00+02:00,pm10,10.4,µg/m³
FR15039,Isère,2020-09-07T00:00:00+02:00,pm25,1.1,µg/m³
FR15039,Isère,2020-09-06T23:00:00+02:00,pm25,2.3,µg/m³
FR15039,Isère,2020-09-06T23:00:00+02:00,pm10,9.1,µg/m³
FR15039,Isère,2020-09-06T23:00:00+02:00,no2,10.8,µg/m³
FR15039,Isère,2020-09-06T22:00:00+02:00,no2,7,µg/m³
FR15039,Isère,2020-09-06T22:00:00+02:00,pm10,8.8,µg/m³
FR15039,Isère,2020-09-06T22:00:00+02:00,pm25,3.2,µg/m³
FR15039,Isère,2020-09-06T21:00:00+02:00,no2,9.1,µg/m³
FR15039,Isère,2020-09-06T21:00:00+02:00,pm10,14,µg/m³
FR15039,Isère,2020-09-06T21:00:00+02:00,pm25,2.7,µg/m³
FR15039,Isère,2020-09-06T06:00:00+02:00,pm25,3.6,µg/m³
FR15039,Isère,2020-09-06T06:00:00+02:00,pm10,17.1,µg/m³
FR15039,Isère,2020-09-06T06:00:00+02:00,no2,4.2,µg/m³
FR15039,Isère,2020-09-06T05:00:00+02:00,pm25,2.1,µg/m³
FR15039,Isère,2020-09-06T05:00:00+02:00,no2,3.5,µg/m³
FR15039,Isère,2020-09-06T05:00:00+02:00,pm10,10.2,µg/m³
FR15039,Isère,2020-09-06T04:00:00+02:00,pm25,1.6,µg/m³
FR15039,Isère,2020-09-06T04:00:00+02:00,pm10,13.7,µg/m³
FR15039,Isère,2020-09-06T04:00:00+02:00,no2,12.4,µg/m³
FR15039,Isère,2020-09-06T03:00:00+02:00,pm25,2.3,µg/m³
FR15039,Isère,2020-09-06T03:00:00+02:00,no2,15,µg/m³
FR15039,Isère,2020-09-06T03:00:00+02:00,pm10,15.3,µg/m³
FR15039,Isère,2020-09-06T02:00:00+02:00,pm10,19.6,µg/m³
FR15039,Isère,2020-09-06T02:00:00+02:00,no2,18.9,µg/m³
FR15039,Isère,2020-09-06T02:00:00+02:00,pm25,3.3,µg/m³
FR15039,Isère,2020-09-06T01:00:00+02:00,no2,21.7,µg/m³
FR15039,Isère,2020-09-06T01:00:00+02:00,pm25,5.1,µg/m³
FR15039,Isère,2020-09-06T01:00:00+02:00,pm10,23.8,µg/m³
FR15039,Isère,2020-09-06T00:00:00+02:00,pm10,21.8,µg/m³
FR15039,Isère,2020-09-06T00:00:00+02:00,pm25,8.4,µg/m³
FR15039,Isère,2020-09-06T00:00:00+02:00,no2,20.1,µg/m³
FR15039,Isère,2020-09-05T23:00:00+02:00,pm25,10,µg/m³
FR15039,Isère,2020-09-05T23:00:00+02:00,pm10,27.1,µg/m³
FR15039,Isère,2020-09-05T23:00:00+02:00,no2,40.2,µg/m³
FR15039,Isère,2020-09-05T22:00:00+02:00,no2,70.3,µg/m³
FR15039,Isère,2020-09-05T22:00:00+02:00,pm10,27.9,µg/m³
FR15039,Isère,2020-09-05T22:00:00+02:00,pm25,7.7,µg/m³
FR15039,Isère,2020-09-05T21:00:00+02:00,pm10,17.5,µg/m³
FR15039,Isère,2020-09-05T21:00:00+02:00,pm25,12.7,µg/m³
FR15039,Isère,2020-09-05T21:00:00+02:00,no2,86.7,µg/m³
FR15039,Isère,2020-09-05T20:00:00+02:00,no2,62.6,µg/m³
FR15039,Isère,2020-09-05T20:00:00+02:00,pm10,12.5,µg/m³
FR15039,Isère,2020-09-05T20:00:00+02:00,pm25,3.7,µg/m³
FR15039,Isère,2020-09-05T19:00:00+02:00,pm25,3.9,µg/m³
FR15039,Isère,2020-09-05T19:00:00+02:00,no2,54.8,µg/m³
FR15039,Isère,2020-09-05T19:00:00+02:00,pm10,9.1,µg/m³
FR15039,Isère,2020-09-05T18:00:00+02:00,no2,22.8,µg/m³
FR15039,Isère,2020-09-05T18:00:00+02:00,pm10,10.4,µg/m³
FR15039,Isère,2020-09-05T18:00:00+02:00,pm25,4,µg/m³
FR15039,Isère,2020-09-05T17:00:00+02:00,no2,15.7,µg/m³
FR15039,Isère,2020-09-05T17:00:00+02:00,pm25,5.9,µg/m³
FR15039,Isère,2020-09-05T17:00:00+02:00,pm10,19.3,µg/m³
FR15039,Isère,2020-09-05T16:00:00+02:00,no2,21.9,µg/m³
FR15039,Isère,2020-09-05T16:00:00+02:00,pm10,20.1,µg/m³
FR15039,Isère,2020-09-05T16:00:00+02:00,pm25,9,µg/m³
FR15039,Isère,2020-09-05T15:00:00+02:00,pm10,20.4,µg/m³
FR15039,Isère,2020-09-05T15:00:00+02:00,pm25,10.1,µg/m³
FR15039,Isère,2020-09-05T15:00:00+02:00,no2,34.8,µg/m³
FR15039,Isère,2020-09-05T14:00:00+02:00,pm10,23.7,µg/m³
FR15039,Isère,2020-09-05T14:00:00+02:00,pm25,9.8,µg/m³
FR15039,Isère,2020-09-05T14:00:00+02:00,no2,29,µg/m³
FR15039,Isère,2020-09-05T13:00:00+02:00,no2,41.4,µg/m³
FR15039,Isère,2020-09-05T13:00:00+02:00,pm25,10.2,µg/m³
FR15039,Isère,2020-09-05T13:00:00+02:00,pm10,17.9,µg/m³
FR15039,Isère,2020-09-05T12:00:00+02:00,pm10,15.4,µg/m³
FR15039,Isère,2020-09-05T12:00:00+02:00,no2,37.9,µg/m³
FR15039,Isère,2020-09-05T12:00:00+02:00,pm25,10.1,µg/m³
FR15039,Isère,2020-09-05T11:00:00+02:00,pm25,7.3,µg/m³
FR15039,Isère,2020-09-05T11:00:00+02:00,no2,29.3,µg/m³
FR15039,Isère,2020-09-05T11:00:00+02:00,pm10,21.7,µg/m³
FR15039,Isère,2020-09-05T10:00:00+02:00,no2,24.9,µg/m³
FR15039,Isère,2020-09-05T10:00:00+02:00,pm25,8.9,µg/m³
FR15039,Isère,2020-09-05T10:00:00+02:00,pm10,21.3,µg/m³
FR15039,Isère,2020-09-05T09:00:00+02:00,no2,44.1,µg/m³
FR15039,Isère,2020-09-05T09:00:00+02:00,pm25,7.7,µg/m³
FR15039,Isère,2020-09-05T09:00:00+02:00,pm10,17.6,µg/m³
FR15039,Isère,2020-09-05T08:00:00+02:00,no2,45.5,µg/m³
FR15039,Isère,2020-09-05T08:00:00+02:00,pm25,9.8,µg/m³
FR15039,Isère,2020-09-05T08:00:00+02:00,pm10,19.8,µg/m³
FR15039,Isère,2020-09-05T06:00:00+02:00,pm10,17.4,µg/m³
FR15039,Isère,2020-09-05T06:00:00+02:00,pm25,6.4,µg/m³
FR15039,Isère,2020-09-05T06:00:00+02:00,no2,31.1,µg/m³
FR15039,Isère,2020-09-05T05:00:00+02:00,pm10,20.6,µg/m³
FR15039,Isère,2020-09-05T05:00:00+02:00,no2,31.2,µg/m³
FR15039,Isère,2020-09-05T05:00:00+02:00,pm25,6.9,µg/m³
FR15039,Isère,2020-09-05T04:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2020-09-05T04:00:00+02:00,pm10,19.6,µg/m³
FR15039,Isère,2020-09-05T04:00:00+02:00,no2,39.7,µg/m³
FR15039,Isère,2020-09-05T03:00:00+02:00,no2,32.5,µg/m³
FR15039,Isère,2020-09-05T03:00:00+02:00,pm25,7,µg/m³
FR15039,Isère,2020-09-05T03:00:00+02:00,pm10,15.4,µg/m³
FR15039,Isère,2020-09-05T02:00:00+02:00,pm25,8.6,µg/m³
FR15039,Isère,2020-09-05T02:00:00+02:00,no2,41.5,µg/m³
